2.063928985595703125e+01,5.261776351928710938e+01,-4.998696446418762207e-01,-2.629555320739746094e+01,8.815908050537109375e+01,-6.333692932128906250e+01,-3.031824684143066406e+01,-5.202939224243164062e+01,-1.690352058410644531e+01,-5.749760818481445312e+01,2.399188423156738281e+01,-1.653179359436035156e+01,-8.050967216491699219e+00,6.100023269653320312e+01,5.584182739257812500e+00,-3.508875656127929688e+01,4.241649150848388672e+00,-2.449793434143066406e+01,-2.376546669006347656e+01,1.228126430511474609e+01,2.006012153625488281e+01,4.550327682495117188e+01,1.073956604003906250e+02,5.052135944366455078e+00,-1.210938835144042969e+01,8.927969932556152344e+00,1.472579479217529297e+01,2.555866050720214844e+01,-2.335083961486816406e+01,5.265425872802734375e+01,5.190045928955078125e+01,3.522333860397338867e+00
2.126899337768554688e+01,6.429418945312500000e+01,4.512486159801483154e-01,-1.969833755493164062e+01,8.244159698486328125e+01,-6.986920166015625000e+01,-2.410389328002929688e+01,-5.380535888671875000e+01,-8.229183197021484375e+00,-5.219759750366210938e+01,1.896912765502929688e+01,-1.480037498474121094e+01,-1.079788208007812500e+01,5.889749145507812500e+01,5.570833206176757812e+00,-2.944925880432128906e+01,6.347574710845947266e+00,-2.281723594665527344e+01,-1.601860427856445312e+01,1.017107105255126953e+01,7.552258014678955078e+00,3.514632797241210938e+01,9.909095764160156250e+01,3.188544750213623047e+00,-1.151772689819335938e+01,1.689618468284606934e+00,1.734136199951171875e+01,2.500418663024902344e+01,-2.527060890197753906e+01,5.342909240722656250e+01,5.164922714233398438e+01,1.043667912483215332e+00
2.565168762207031250e+01,5.804271697998046875e+01,7.593240261077880859e+00,-2.184455108642578125e+01,8.981769561767578125e+01,-6.328099822998046875e+01,-2.541115188598632812e+01,-5.617606735229492188e+01,-1.519673824310302734e+01,-6.194692993164062500e+01,2.292978286743164062e+01,-1.221393394470214844e+01,-7.492300510406494141e+00,6.619129180908203125e+01,2.448214143514633179e-01,-3.112310028076171875e+01,7.600943088531494141e+00,-2.007235527038574219e+01,-2.109556388854980469e+01,5.612979412078857422e+00,2.432916641235351562e+01,4.424437332153320312e+01,1.057501907348632812e+02,1.350187778472900391e+00,-1.516310977935791016e+01,8.235986709594726562e+00,1.731470680236816406e+01,1.702036094665527344e+01,-3.135273742675781250e+01,5.702364349365234375e+01,5.026704406738281250e+01,9.165998458862304688e+00
8.886780738830566406e+00,3.920348358154296875e+01,1.069875907897949219e+01,-2.903791189193725586e+00,4.670771026611328125e+01,-2.934554672241210938e+01,-2.543422937393188477e+00,-2.393048667907714844e+01,1.252972185611724854e-01,-4.857945251464843750e+01,4.318964767456054688e+01,1.879753470420837402e+00,8.896732330322265625e+00,3.810420227050781250e+01,-1.562611103057861328e+00,-3.012649726867675781e+01,2.538158798217773438e+01,-2.012737655639648438e+01,-9.789293289184570312e+00,-8.486802101135253906e+00,-1.670846492052078247e-01,3.047637557983398438e+01,3.290867614746093750e+01,-3.826425790786743164e+00,1.429510021209716797e+01,1.969095230102539062e+00,-4.250631809234619141e+00,3.002957725524902344e+01,-2.397837829589843750e+01,1.908821296691894531e+01,1.570532131195068359e+01,-3.744032144546508789e+00
-1.052428817749023438e+01,9.639244079589843750e+00,1.010954856872558594e+01,1.996158790588378906e+01,-5.058309555053710938e+00,1.309151458740234375e+01,4.721726608276367188e+01,4.742177200317382812e+01,1.434179401397705078e+01,-1.611476135253906250e+01,4.374969863891601562e+01,-1.523366546630859375e+01,2.453562927246093750e+01,-1.062974333763122559e+00,-6.707748413085937500e+00,4.228150367736816406e+00,2.720324897766113281e+01,-1.622797775268554688e+01,3.826741409301757812e+01,-1.111030101776123047e+01,8.861046791076660156e+00,3.085929298400878906e+01,-5.321955871582031250e+01,-1.476061630249023438e+01,2.403328418731689453e-01,-1.130054855346679688e+01,4.048396110534667969e+00,-2.464479923248291016e+00,-3.793364334106445312e+01,3.993363618850708008e+00,-4.578369522094726562e+01,-1.193589210510253906e+01
-1.026245117187500000e+01,-3.997160196304321289e+00,1.325916767120361328e+01,2.057984161376953125e+01,3.215623855590820312e+00,1.547193884849548340e+00,3.764739990234375000e+01,4.559058380126953125e+01,1.160267543792724609e+01,-2.619672012329101562e+01,6.282305145263671875e+01,-8.784426689147949219e+00,3.482200622558593750e+01,7.543415069580078125e+00,-1.192437744140625000e+01,-8.932765007019042969e+00,3.926691436767578125e+01,-6.733037471771240234e+00,3.927025222778320312e+01,-1.593735504150390625e+01,1.234936809539794922e+01,3.709687423706054688e+01,-5.137259674072265625e+01,-1.560995769500732422e+01,1.258095550537109375e+01,-1.507220458984375000e+01,-1.012703132629394531e+01,-6.985555171966552734e+00,-3.520616149902343750e+01,-4.230858802795410156e+00,-4.982754135131835938e+01,-8.383632659912109375e+00
2.018853569030761719e+01,5.226729965209960938e+01,-9.095253944396972656e-01,-2.832335853576660156e+01,8.526928710937500000e+01,-6.492587280273437500e+01,-2.502298164367675781e+01,-6.027612304687500000e+01,-6.205558776855468750e+00,-6.510013580322265625e+01,2.779602622985839844e+01,-2.027591133117675781e+01,4.677106857299804688e+00,6.201815414428710938e+01,-2.742811918258666992e+00,-3.267364120483398438e+01,2.765324592590332031e+01,-4.136059570312500000e+01,-3.301614379882812500e+01,7.371066093444824219e+00,1.913462638854980469e+01,4.993628311157226562e+01,1.042238693237304688e+02,-4.187634468078613281e+00,-1.174399852752685547e+01,1.887703323364257812e+01,1.396203327178955078e+01,3.925755310058593750e+01,-2.472464561462402344e+01,5.020000457763671875e+01,5.912397384643554688e+01,1.258485674858093262e+00
-3.235250234603881836e+00,3.578874111175537109e+00,9.722531318664550781e+00,2.138860893249511719e+01,2.409885883331298828e+00,-5.089791774749755859e+00,3.981951904296875000e+01,3.201770401000976562e+01,1.207119846343994141e+01,-1.754558563232421875e+01,5.436617660522460938e+01,-3.259128808975219727e+00,2.774361610412597656e+01,1.258422183990478516e+01,-7.577808380126953125e+00,-9.035091400146484375e+00,2.437453269958496094e+01,-7.739509105682373047e+00,3.039428329467773438e+01,-1.198712921142578125e+01,8.113685607910156250e+00,3.006016731262207031e+01,-4.527424621582031250e+01,-1.928892898559570312e+01,5.240770816802978516e+00,-1.440654659271240234e+01,8.291471004486083984e-01,-4.295604705810546875e+00,-3.543073654174804688e+01,5.136900901794433594e+00,-3.372964477539062500e+01,-5.594374984502792358e-02
2.070849418640136719e+01,5.597177124023437500e+01,-2.446937322616577148e+00,-2.659536552429199219e+01,8.115264129638671875e+01,-6.083419799804687500e+01,-2.581059265136718750e+01,-5.250164794921875000e+01,-1.610452461242675781e+01,-6.158694458007812500e+01,1.892975616455078125e+01,-1.483025646209716797e+01,-5.089437007904052734e+00,5.249771499633789062e+01,5.892527580261230469e+00,-3.461555862426757812e+01,3.877593755722045898e+00,-2.771603393554687500e+01,-2.958551979064941406e+01,1.360924434661865234e+01,1.731491851806640625e+01,4.169610977172851562e+01,1.044488677978515625e+02,4.820762157440185547e+00,-1.440228843688964844e+01,4.636037826538085938e+00,1.104994964599609375e+01,2.656343269348144531e+01,-1.547761058807373047e+01,4.554796218872070312e+01,5.491105651855468750e+01,-7.727475643157958984e+00
2.342663955688476562e+01,6.501410675048828125e+01,5.043597221374511719e+00,-1.566090297698974609e+01,7.480020141601562500e+01,-5.874944686889648438e+01,-1.566073989868164062e+01,-5.178744888305664062e+01,-1.406854248046875000e+01,-6.537507629394531250e+01,1.616717338562011719e+01,-1.396683597564697266e+01,-9.232561111450195312e+00,5.749959182739257812e+01,-6.648051142692565918e-01,-3.412340927124023438e+01,8.221207618713378906e+00,-2.941526985168457031e+01,-2.838025474548339844e+01,1.153289508819580078e+01,5.498193264007568359e+00,3.270615005493164062e+01,9.543330383300781250e+01,-3.996863126754760742e+00,-1.349876880645751953e+01,4.927145957946777344e+00,1.307775974273681641e+01,3.271775817871093750e+01,-2.354237556457519531e+01,4.494544219970703125e+01,5.164501953125000000e+01,-5.194890499114990234e+00
